symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,biotype
ENSG00000287425,239.080335081617,0.211738088638898,0.0469882491756095,4.50619234284657,6.6001264803425e-06,0.0014735351343785,ENSG00000287425, lncRNA
SCO2,348.391508207321,0.468931052682466,0.104179358600549,4.50118966925561,6.75741714518849e-06,0.0014957571728725,SCO2, protein_coding
ENSG00000289085,422.703000407254,0.205784106995669,0.0458187500069513,4.49126409961967,7.08016913792081e-06,0.0015539171214735,ENSG00000289085, lncRNA
PGR,397.538682316511,-0.429044122802714,0.0956716447040945,-4.48454841692872,7.30685141459915e-06,0.0015901919154225,PGR, protein_coding
FNDC3B,4656.03675135093,0.260275841252674,0.0580652909868305,4.48246855960311,7.37845160720541e-06,0.0015923928310283,FNDC3B, protein_coding
SH3TC1,1828.86595792913,0.380913908107921,0.0850707544810852,4.47761290506263,7.54823090901241e-06,0.0016109164365432,SH3TC1, protein_coding
CPO,679.141443539957,-0.457601480508358,0.102223704872089,-4.47647129480338,7.58868658808676e-06,0.0016109164365432,CPO, protein_coding
IQSEC1,3031.08222279701,0.225760960341863,0.0504677694869045,4.47336909550647,7.69967022420346e-06,0.0016211874753367,IQSEC1, protein_coding
EPB41L5,1162.80322159503,-0.292478121988274,0.0656851662670288,-4.45272713171292,8.47864752339692e-06,0.0017708065609752,EPB41L5, protein_coding
FUS,11598.2931863646,0.12934148874024,0.0290846800836486,4.44706589064241,8.70511423632026e-06,0.0018035603879377,FUS, protein_coding
ALDH1A1,2716.78041493095,-0.312159060618153,0.0702656432847976,-4.44255607755449,8.88964542002541e-06,0.0018271748975223,ALDH1A1, protein_coding
WASL,1752.62512315472,-0.183714596667968,0.0414675700690603,-4.43031979838723,9.40934463098391e-06,0.0019182067983367,WASL, protein_coding
CXCL10,142.365011701146,1.38021780896734,0.311653670081986,4.42869101655133,9.48067303216869e-06,0.0019182067983367,CXCL10, protein_coding
PFKFB3,3684.24825350082,0.460913203039541,0.104298872279879,4.41915806915642,9.90861572407353e-06,0.0019466828524239,PFKFB3, protein_coding
ATP5MK,357.229952612814,-0.266450764769594,0.0603428720465845,-4.41561290890986,1.00724188054987e-05,0.0019466828524239,ATP5MK, protein_coding
TMED9,1378.05416083685,0.185677151426572,0.0419910121970377,4.42183080882417,9.78680806685133e-06,0.0019466828524239,TMED9, protein_coding
LINC01720,126.657486254633,0.424266430833699,0.0960059304489605,4.41916899143278,9.90811501739476e-06,0.0019466828524239,LINC01720, lncRNA
ENSG00000279166,1037.29888080905,0.291089173686225,0.0658873773635481,4.41798088395713,9.96272298174775e-06,0.0019466828524239,ENSG00000279166, TEC
ENSG00000287044,706.314364452444,0.177412044259114,0.0401725570508337,4.41624973074579,1.00428053317413e-05,0.0019466828524239,ENSG00000287044, lncRNA
FCER1G,441.914610178745,0.347350159571728,0.07889020516473,4.40295672759918,1.06785471279009e-05,0.0020485408408768,FCER1G, protein_coding
FAM225A,47.853442982245,1.01857086184559,0.231445632699265,4.40090767739435,1.07798986847206e-05,0.0020527780598301,FAM225A, lncRNA
SLFN14,430.495836045328,0.169343448903752,0.038501110104938,4.39840431723118,1.09049684177497e-05,0.0020614370225027,SLFN14, protein_coding
SFRP2,1367.40692051775,0.583310346254737,0.132955908381662,4.38724651920161,1.14794655849036e-05,0.0021536580116892,SFRP2, protein_coding
ENSG00000272874,223.8428334363,0.250970323186322,0.0572241489018721,4.3857414745772,1.15591344360492e-05,0.0021536580116892,ENSG00000272874, lncRNA
REEP1,953.701417425927,-0.218758269815856,0.0498975420886629,-4.38414921174163,1.16439945744852e-05,0.0021539726535001,REEP1, protein_coding
DENND3-AS1,364.647786999283,0.254788443546689,0.0581596771223659,4.38084350108449,1.18220761639531e-05,0.0021714051666245,DENND3-AS1, lncRNA
IER3,499.250885459692,0.72968219339005,0.16674375655873,4.37606905619308,1.20838744969859e-05,0.0022038604346686,IER3, protein_coding
CCN4,609.807304882508,0.514119274064344,0.117644684465534,4.37010202713379,1.24188497555806e-05,0.0022491144823078,CCN4, protein_coding
FYB1,2298.44404280193,0.331456650755711,0.0759260717245941,4.36551823671322,1.26821720184086e-05,0.0022742697397691,FYB1, protein_coding
CUBN,16382.5408490506,-0.426522067836359,0.0977222234232101,-4.36463736594695,1.27333814297059e-05,0.0022742697397691,CUBN, protein_coding
ADAMTS16-DT,718.093633411288,0.15531733297845,0.0356281481677128,4.35939954687856,1.30419803708284e-05,0.0023134329290665,ADAMTS16-DT, lncRNA
SYT8,125.760159756059,-0.518356108255649,0.119059235206711,-4.35376648737647,1.33818247849738e-05,0.0023286889942144,SYT8, protein_coding
MNDA,180.376420389877,0.668042949898316,0.153449413452048,4.35350605042929,1.3397739599118e-05,0.0023286889942144,MNDA, protein_coding
TMEM121B,26.9706553270508,0.737634719670739,0.169430926297774,4.35360141025465,1.33919102446779e-05,0.0023286889942144,TMEM121B, protein_coding
ADGRE2,1285.1461904522,0.368890834034376,0.0847802946770672,4.35113885177566,1.35432249337784e-05,0.0023382829288999,ADGRE2, protein_coding
LILRA6,186.896518154215,0.599251796384348,0.137897952690841,4.34561778975672,1.38884219020664e-05,0.0023820023206603,LILRA6, protein_coding
RCN1,1096.68006373877,0.179822863009753,0.0414161795284588,4.34185057765139,1.41287612021092e-05,0.0023917541294978,RCN1, protein_coding
RPL7AP52,76.4076659597448,-0.547568103041266,0.126114543775633,-4.34183153384298,1.41299861693249e-05,0.0023917541294978,RPL7AP52, processed_pseudogene
EHD4,1744.85906618046,0.327594642551796,0.075548058309443,4.33624172324822,1.44939550555337e-05,0.002421706116311,EHD4, protein_coding
ENSG00000243818,367.860008276755,0.213434623074623,0.049213661840075,4.33689782662793,1.44507756392492e-05,0.002421706116311,ENSG00000243818, lncRNA
C3,9617.81309277078,0.494861031691801,0.11420780645755,4.33298779690456,1.47099266446072e-05,0.0024264820397582,C3, protein_coding
PCDHGA10,322.963791028599,-0.199388209781704,0.0460039139648942,-4.33415752263727,1.46319379773119e-05,0.0024264820397582,PCDHGA10, protein_coding
CNTN1,386.988097261034,-0.288291050555755,0.0666360447671441,-4.32635297552806,1.51598425436367e-05,0.0024385689577335,CNTN1, protein_coding
KCNJ15,1348.82281814182,0.46006079765109,0.106262324574521,4.32948177534413,1.49460638113279e-05,0.0024385689577335,KCNJ15, protein_coding
HSPA6,330.877672020419,0.616385447117468,0.142468273808341,4.3264751557717,1.51514400210815e-05,0.0024385689577335,HSPA6, protein_coding
ENSG00000270001,38.8180349184948,-0.504503573048297,0.116603103883955,-4.32667361539865,1.51378011117636e-05,0.0024385689577335,ENSG00000270001, lncRNA
TNFRSF1B,2548.55169863638,0.267468219799428,0.0618429498784491,4.32495895369044,1.52560266235962e-05,0.0024388924536907,TNFRSF1B, protein_coding
MCTP1,702.67429455403,0.395308398282098,0.0914630866982682,4.32205398431609,1.54583352086459e-05,0.0024560734063405,MCTP1, protein_coding
SPAG8,75.3522746678829,-0.514399302417168,0.11925745764118,-4.31335123682482,1.60798351040017e-05,0.0025392412775819,SPAG8, protein_coding
DENND3,3926.15741004312,0.264586951066102,0.0613921389380919,4.30978551395501,1.63412959117978e-05,0.0025594835466262,DENND3, protein_coding
IL1B,478.794016701651,1.68256721635088,0.390485051068011,4.30891582596802,1.64056787682428e-05,0.0025594835466262,IL1B, protein_coding
NPTX1,542.96116689736,-0.628488700684196,0.145975359615458,-4.30544375667111,1.66651328919246e-05,0.0025843928840422,NPTX1, protein_coding
SIGLEC7,59.5664013459334,0.656189745087594,0.152470759699962,4.30370876605371,1.67962426754658e-05,0.002589220790531,SIGLEC7, protein_coding
LILRB3,631.147057460514,0.590185808741968,0.137293268284512,4.29872357265857,1.71784561389172e-05,0.0026324713437022,LILRB3, protein_coding
BID,814.736740184092,0.29458584619077,0.068640817627636,4.29170071645773,1.7730982630523e-05,0.0027011587539134,BID, protein_coding
DOK2,280.363847617542,0.472452525286193,0.11018197138115,4.28792949848255,1.80346311083086e-05,0.0027313501546372,DOK2, protein_coding
ENSG00000279917,781.840336124382,0.173312216403611,0.040433528075406,4.28634909326722,1.81633486780677e-05,0.002734851186422,ENSG00000279917, TEC
IL21R,622.558360976049,0.360495221402389,0.0842116314685763,4.28082457394153,1.86202097894765e-05,0.0027714149030337,IL21R, protein_coding
AKNAD1,38.871095019051,-0.507463584069482,0.11852927066855,-4.2813355824025,1.85774957805319e-05,0.0027714149030337,AKNAD1, protein_coding
PSD,947.125413273914,-0.423091105843836,0.0989453586210456,-4.27600760399735,1.9027472683625e-05,0.0027998493611393,PSD, protein_coding
LCP1,4168.78506381123,0.336059962706905,0.0785699938285518,4.2772049014058,1.89254590390245e-05,0.0027998493611393,LCP1, protein_coding
TGFB1,1095.75368722235,0.258817013550072,0.0606380833658868,4.26822549763627,1.97034096764299e-05,0.002882931659888,TGFB1, protein_coding
C1RL,1674.54900961585,0.197916979620073,0.0464858977515224,4.25757034268723,2.0666064497495e-05,0.0030067962828995,C1RL, protein_coding
ITGAL,3410.38224157711,0.198839863843589,0.0469393525031952,4.23610154890938,2.27433951133439e-05,0.00328949706545,ITGAL, protein_coding
ARFGAP1,2678.42879489355,0.146430461216106,0.0345968525229434,4.23247927304942,2.31129219388359e-05,0.00328949706545,ARFGAP1, protein_coding
S100A9,354.704765181507,1.41347809080504,0.334048196489519,4.23135974287287,2.32282819579826e-05,0.00328949706545,S100A9, protein_coding
OSCAR,70.5199714754119,0.633433007994871,0.149605487000121,4.23402256626028,2.29547895174689e-05,0.00328949706545,OSCAR, protein_coding
CYLD-AS1,174.233300566973,0.393390468658668,0.0929736077773951,4.23120580197937,2.32441873108871e-05,0.00328949706545,CYLD-AS1, lncRNA
ENSG00000253604,257.057050514083,0.509439615989233,0.12047952771771,4.22843304285584,2.35324526409949e-05,0.0032942889648458,ENSG00000253604, lncRNA
ENSG00000279555,1081.85587148368,0.167722129701652,0.0396641968519487,4.22855227165433,2.35199875354572e-05,0.0032942889648458,ENSG00000279555, TEC
B3GNT6,567.697429047722,0.511164374895175,0.1209238949433,4.2271577105158,2.36661796236702e-05,0.0032951974187839,B3GNT6, protein_coding
CD14,433.009139032198,0.514782556725412,0.121827074426729,4.22551849946147,2.38391238698216e-05,0.0033015274330515,CD14, protein_coding
ENSG00000188897,570.973588487225,0.379817509284385,0.0899437578337013,4.22283345095095,2.41250094682627e-05,0.0033057645249157,ENSG00000188897, protein_coding
AIF1,326.649084580021,0.455548429863261,0.10785888003123,4.22355980083752,2.40473525017742e-05,0.0033057645249157,AIF1, protein_coding
SOD2,36070.9211205695,0.368387016157114,0.0873727332501168,4.21626979554999,2.48376585254535e-05,0.0033855035815378,SOD2, protein_coding
IL10RA,3222.81867915765,0.294895961947594,0.0699771561212771,4.21417471490998,2.50693171832951e-05,0.0033991894053035,IL10RA, protein_coding
NKX3-2,77.3183777217256,-0.678272884078328,0.161009937911263,-4.21261502785092,2.52431089657761e-05,0.0034049272708107,NKX3-2, protein_coding
DYSF,1824.97557189791,0.289042980073954,0.0687531409755246,4.20406945737724,2.62158432054485e-05,0.0035178129913715,DYSF, protein_coding
SYPL1,723.309987711024,-0.211703692798054,0.0504859135835854,-4.19332201342763,2.74898781324771e-05,0.0036509377634609,SYPL1, protein_coding
